05-29-23_18-09-51-902 - Logging Started
18-10-14-886 - (STATS) -------- AIs:[50] - WcBlocks:[214] - AiReq:[22] Targ:[48] Bloc:[575] Aim:[475] CCast:[312] RndCast[114] TopCast[0]
18-27-13-165 - (STATS) -------- AIs:[50] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-27-16-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-27-19-162 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-27-22-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-27-25-164 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-27-28-162 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-27-31-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-27-34-162 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-27-37-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-27-40-162 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-27-43-164 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-27-46-162 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-27-49-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-27-52-162 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-27-55-165 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-27-58-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-28-01-162 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-28-04-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-28-07-162 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-28-10-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-28-13-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-28-16-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-28-19-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-28-22-162 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-28-25-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-28-28-162 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-28-31-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-28-34-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-28-37-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-28-40-162 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-28-43-162 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-28-46-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-28-49-162 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-28-52-162 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-28-55-162 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-28-58-162 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[53] Targ:[182] Bloc:[58] Aim:[103] CCast:[0] RndCast[2] TopCast[5]
18-29-01-162 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[40] Targ:[141] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-29-04-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-29-07-162 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-29-10-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-29-13-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-29-16-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-29-19-164 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-29-22-162 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-29-25-164 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-29-28-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-29-31-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-29-34-166 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-29-37-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-29-40-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-29-43-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-29-46-168 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-29-49-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-29-52-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-29-55-164 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-29-58-162 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-30-01-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-30-04-163 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-30-07-645 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-30-10-646 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-30-13-646 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-30-16-887 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-30-19-886 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-30-22-885 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-30-25-886 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-30-28-886 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-30-31-886 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-30-34-886 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-30-37-885 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-30-40-885 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-30-43-886 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-30-46-886 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-30-49-886 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-30-52-886 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-30-55-886 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-30-58-886 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-31-01-885 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-31-04-885 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-31-07-886 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-31-10-886 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-31-13-902 - (STATS) -------- AIs:[47] - WcBlocks:[242] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-31-16-886 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[25] Targ:[97] Bloc:[61] Aim:[102] CCast:[0] RndCast[5] TopCast[0]
18-31-19-887 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-31-22-886 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-31-25-886 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-31-28-886 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-31-31-885 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-31-34-886 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-31-37-887 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-31-40-886 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-31-43-886 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-31-46-886 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-31-49-886 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-31-52-885 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-31-55-886 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-31-58-886 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-32-01-886 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-32-04-886 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-32-07-886 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-32-10-887 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-32-13-886 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-32-16-885 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-32-19-886 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-32-22-886 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-32-25-886 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-32-28-886 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-32-31-886 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-32-34-886 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-32-37-886 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-32-40-886 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-32-43-888 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-32-46-886 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-32-49-886 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-32-52-970 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[45] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-32-55-971 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[41] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-32-58-972 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-33-01-972 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-33-04-970 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-33-07-971 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-33-10-971 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-33-13-971 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-33-16-971 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-33-19-970 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-33-22-970 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-33-25-970 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-33-28-971 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-33-31-971 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-33-34-970 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-33-37-971 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-33-40-970 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-33-43-971 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-33-46-971 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-33-49-971 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-33-52-971 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-33-55-971 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-33-58-971 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-34-01-971 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-34-04-970 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-34-07-971 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-34-10-970 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-34-13-971 - (STATS) -------- AIs:[48] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-34-16-972 - (STATS) -------- AIs:[47] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-34-19-971 - (STATS) -------- AIs:[47] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-34-22-970 - (STATS) -------- AIs:[47] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-34-25-971 - (STATS) -------- AIs:[47] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-34-28-971 - (STATS) -------- AIs:[47] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-34-31-970 - (STATS) -------- AIs:[47] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-34-34-972 - (STATS) -------- AIs:[47] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-34-37-971 - (STATS) -------- AIs:[47] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-34-40-970 - (STATS) -------- AIs:[47] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-34-43-971 - (STATS) -------- AIs:[47] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-34-46-970 - (STATS) -------- AIs:[47] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-34-49-971 - (STATS) -------- AIs:[47] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[42] Aim:[96] CCast:[0] RndCast[0] TopCast[0]
18-34-52-971 - (STATS) -------- AIs:[47] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
18-34-55-970 - (STATS) -------- AIs:[47] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-34-58-972 - (STATS) -------- AIs:[47] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[51] Aim:[98] CCast:[0] RndCast[2] TopCast[0]
18-35-01-971 - (STATS) -------- AIs:[47] - WcBlocks:[249] - AiReq:[24] Targ:[96] Bloc:[60] Aim:[100] CCast:[0] RndCast[4] TopCast[0]
