06-01-23_03-01-57-000 - Logging Started
03-02-20-835 - (STATS) -------- AIs:[17] - WcBlocks:[125] - AiReq:[6] Targ:[6] Bloc:[0] Aim:[6] CCast:[0] RndCast[0] TopCast[0]
04-04-46-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-04-49-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-04-52-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-04-55-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-04-58-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-05-01-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-05-04-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-05-07-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-05-10-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-05-13-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-05-16-750 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-05-19-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-05-22-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-05-25-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-05-28-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-05-31-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-05-34-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-05-37-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-05-40-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-05-43-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-05-46-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-05-49-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-05-52-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-05-55-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-05-58-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-06-01-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-06-04-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-06-07-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-06-10-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-06-13-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-06-16-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-06-19-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-06-22-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-06-25-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-06-28-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-06-31-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-06-34-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-06-37-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-06-40-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-06-43-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-06-46-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-06-49-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-06-52-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-06-55-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-06-58-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-07-01-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-07-04-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-07-07-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-07-10-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-07-13-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-07-16-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-07-19-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-07-22-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-07-25-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-07-28-743 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-07-31-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-07-34-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-07-37-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-07-40-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-07-43-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-07-46-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-07-49-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-07-52-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-07-55-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-07-58-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-08-01-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-08-04-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-08-07-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-08-10-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-08-13-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-08-16-747 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-08-19-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-08-22-746 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-08-25-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-08-28-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-08-31-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-08-34-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-08-37-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-08-40-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-08-43-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-08-46-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-08-49-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-08-52-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-08-55-746 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-08-58-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-09-01-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-09-04-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-09-07-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-09-10-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-09-13-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-09-16-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-09-19-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-09-22-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-09-25-747 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-09-28-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-09-31-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-09-34-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-09-37-747 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-09-40-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-09-43-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-09-46-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-09-49-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-09-52-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-09-55-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-09-58-744 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-10-01-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-10-04-746 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-10-07-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-10-10-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-10-13-746 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-10-16-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-10-19-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-10-22-746 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-10-25-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-10-28-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-10-31-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-10-34-746 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-10-37-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-10-40-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-10-43-746 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-10-46-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-10-49-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-10-52-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-10-55-746 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-10-58-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-11-01-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-11-04-746 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-11-07-746 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-11-10-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-11-13-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-11-16-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-11-19-746 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-11-22-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-11-25-746 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-11-28-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-11-31-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-11-34-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-11-37-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-11-40-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-11-43-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-11-46-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-11-49-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-11-52-746 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-11-55-746 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-11-58-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-12-01-746 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-12-04-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-12-07-746 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-12-10-746 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-12-13-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-12-16-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-12-19-746 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-12-22-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-12-25-748 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-12-28-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-12-31-745 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-12-34-746 - (STATS) -------- AIs:[17] - WcBlocks:[134] - AiReq:[18] Targ:[18] Bloc:[0] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
